ID,Type,Sub type,Price,NetHabitableSurface(msq),BedroomCount,Province,Region,PostCode,street,Floor,RegionCode,IsIsolated,HasSeaView,SchoolDistance,ShopDistance,TransportDistance,NetHabitableSurface,TotalRoomCount,HasAttic,HasBasement,HasDiningRoom,BuildingCondition,ConstructionYear,FacadeCount,HasLift,FloodZoneType,HeatingType,IsDoubleGlaze,HasBalcony,HasGarden,GardenArea,KitchekType,LivingRoomArea
9359722,APARTMENT,APARTMENT,258300,109.0,2,Limburg,Flanders,3680,Eikerpoort,,FLANDERS,URBAN,,0.0,0.0,0.0,109,,,True,,,,2,True,NON_FLOOD_ZONE,GAS,True,,True,181,,
9359748,HOUSE,HOUSE,,,2,Antwerp,Flanders,2440,Heidebloemstraat,,FLANDERS,URBAN,,0.0,0.0,0.0,,,,,,GOOD,1934,,,NON_FLOOD_ZONE,GAS,True,,,,,10
9359775,HOUSE,HOUSE,,189.0,3,Antwerp,Flanders,2491,Kerkhofstraat,,FLANDERS,,,0.0,0.0,0.0,189,,,True,,GOOD,,,,NON_FLOOD_ZONE,GAS,True,,True,,INSTALLED,12
9359822,HOUSE,HOUSE,750000,,4,Hainaut,Wallonie,7500,,,WALLONIE,,,,,,,,,True,,,,,True,,,,,,,INSTALLED,
9359852,HOUSE,VILLA,,,2,Hainaut,Wallonie,7760,,,WALLONIE,,,,,,,,,True,,,,4,,,PELLET,True,,,,,
9359858,APARTMENT,APARTMENT,,94.0,2,Walloon Brabant,Wallonie,1430,,1,WALLONIE,,,,,,94,,,,,,2021,2,,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,15
9359859,APARTMENT,GROUND_FLOOR,,107.0,2,Walloon Brabant,Wallonie,1430,,,WALLONIE,,,,,,107,,,,,,2021,2,,NON_FLOOD_ZONE,GAS,True,,True,6,HYPER_EQUIPPED,15
9359860,APARTMENT,APARTMENT,,94.0,2,Walloon Brabant,Wallonie,1430,,1,WALLONIE,,,,,,94,,,,,,2021,2,,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,16
9359861,APARTMENT,APARTMENT,,94.0,2,Walloon Brabant,Wallonie,1430,,2,WALLONIE,,,,,,94,,,,,,2021,2,,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,6
9359863,APARTMENT,GROUND_FLOOR,,107.0,2,Walloon Brabant,Wallonie,1430,,,WALLONIE,,,,,,107,,,,,,2021,2,,NON_FLOOD_ZONE,GAS,True,,True,6,HYPER_EQUIPPED,15
9359865,APARTMENT,APARTMENT,,94.0,2,Walloon Brabant,Wallonie,1430,,1,WALLONIE,,,,,,94,,,,,,2021,2,,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,15
9359866,APARTMENT,APARTMENT,,94.0,2,Walloon Brabant,Wallonie,1430,,1,WALLONIE,,,,,,94,,,,,,2021,2,,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,16
9359868,APARTMENT,APARTMENT,,94.0,2,Walloon Brabant,Wallonie,1430,,2,WALLONIE,,,,,,94,,,,,,2021,2,,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,6
9359890,APARTMENT,GROUND_FLOOR,,115.0,2,East Flanders,Flanders,9830,,,FLANDERS,,,,,,115,,,,,GOOD,,3,,NON_FLOOD_ZONE,GAS,True,,,,INSTALLED,
9359921,HOUSE,TOWN_HOUSE,,139.0,3,Hainaut,Wallonie,7100,rue Henri Pilette,,WALLONIE,RESIDENTIAL,,0.0,0.0,0.0,139,,,,,GOOD,2007,3,,,GAS,,,,,HYPER_EQUIPPED,
9359959,HOUSE,HOUSE,295000,,5,Liège,Wallonie,4041,Place Melveille,,WALLONIE,,,0.0,0.0,0.0,,,,True,,,,2,,,FUELOIL,True,,True,108,,13
9359985,APARTMENT,APARTMENT,,60.0,1,Liège,Wallonie,4020,Rue Armand Stouls,,WALLONIE,URBAN,,200.0,100.0,0.0,60,,,,,AS_NEW,,2,,,GAS,True,,,,INSTALLED,15
9360193,HOUSE,HOUSE,,168.0,4,Liège,Wallonie,4000,Rue de la Tombe,,WALLONIE,,,0.0,0.0,0.0,168,,,,,,,3,,,GAS,True,,,,NOT_INSTALLED,
9360194,HOUSE,HOUSE,308000,165.0,4,Liège,Wallonie,4000,Rue de la Tombe,,WALLONIE,,,0.0,0.0,0.0,165,,,,,,,3,,,GAS,True,,,,NOT_INSTALLED,
9360195,HOUSE,HOUSE,327000,169.0,4,Liège,Wallonie,4000,Rue de la Tombe,,WALLONIE,,,0.0,0.0,0.0,169,,,,,,,3,,,GAS,True,,,,NOT_INSTALLED,
9360196,HOUSE,HOUSE,,169.0,4,Liège,Wallonie,4000,Rue de la Tombe,,WALLONIE,,,0.0,0.0,0.0,169,,,,,,,3,,,GAS,True,,,,NOT_INSTALLED,
9360197,HOUSE,HOUSE,,168.0,4,Liège,Wallonie,4000,Rue de la Tombe,,WALLONIE,,,0.0,0.0,0.0,168,,,,,,,3,,,GAS,True,,,,NOT_INSTALLED,
9360198,HOUSE,HOUSE,,168.0,4,Liège,Wallonie,4000,Rue de la Tombe,,WALLONIE,,,0.0,0.0,0.0,168,,,,,,,3,,,GAS,True,,,,NOT_INSTALLED,
9360199,HOUSE,HOUSE,318500,165.0,4,Liège,Wallonie,4000,Rue de la Tombe,,WALLONIE,,,0.0,0.0,0.0,165,,,,,,,3,,,GAS,True,,,,NOT_INSTALLED,
9360200,HOUSE,HOUSE,,169.0,4,Liège,Wallonie,4000,Rue de la Tombe,,WALLONIE,,,0.0,0.0,0.0,169,,,,,,,3,,,GAS,True,,,,NOT_INSTALLED,
9360201,HOUSE,HOUSE,,160.0,4,Liège,Wallonie,4000,Rue de la Tombe,,WALLONIE,,,0.0,0.0,0.0,160,,,,,,,3,,,GAS,True,,,,NOT_INSTALLED,
9360202,HOUSE,HOUSE,,168.0,4,Liège,Wallonie,4000,Rue de la Tombe,,WALLONIE,,,0.0,0.0,0.0,168,,,,,,,3,,,GAS,True,,,,NOT_INSTALLED,
9360252,APARTMENT,APARTMENT,179000,131.0,2,Hainaut,Wallonie,7700,rue de tournai,,WALLONIE,,,0.0,0.0,0.0,131,,,True,,,,,True,,GAS,True,,,,,
9360253,APARTMENT,APARTMENT,120000,100.0,2,Hainaut,Wallonie,7700,grand rue,,WALLONIE,,,0.0,0.0,0.0,100,,,,,,,,,,GAS,True,,,,,
9360302,HOUSE,VILLA,,269.0,3,Liège,Wallonie,4400,,,WALLONIE,,,,,,269,,,,,,1995,4,,,FUELOIL,True,,True,692,,35
9360303,HOUSE,MANSION,,225.0,5,Liège,Wallonie,4420,Chaussée Roosevelt,,WALLONIE,,,0.0,0.0,0.0,225,,,True,True,,,3,,,FUELOIL,True,,,,,14
9360304,HOUSE,HOUSE,,103.0,3,Liège,Wallonie,4420,Rue du Pansy,,WALLONIE,,,0.0,0.0,0.0,103,,,True,True,JUST_RENOVATED,,3,,,GAS,True,,True,416,NOT_INSTALLED,14
9360310,HOUSE,HOUSE,,217.0,5,Liège,Wallonie,4101,Rue de Flémalle,,WALLONIE,,,0.0,0.0,0.0,217,,,True,,TO_BE_DONE_UP,,3,,,FUELOIL,True,,,,,32
9360317,APARTMENT,APARTMENT,,94.0,2,Liège,Wallonie,4020,Rue Amercoeur,2,WALLONIE,,,0.0,0.0,0.0,94,,,,,,2021,2,True,NON_FLOOD_ZONE,GAS,True,,,,,
9360318,APARTMENT,APARTMENT,134500,64.0,1,Liège,Wallonie,4020,,2,WALLONIE,,,,,,64,,,,,,2021,2,True,NON_FLOOD_ZONE,GAS,True,,,,,
9360319,APARTMENT,APARTMENT,139500,59.0,2,Liège,Wallonie,4020,,2,WALLONIE,,,,,,59,,,,,,2021,2,True,NON_FLOOD_ZONE,GAS,True,,,,,12
9360320,APARTMENT,APARTMENT,202500,112.0,3,Liège,Wallonie,4020,Rue Amercoeur,3,WALLONIE,,,0.0,0.0,0.0,112,,,,,,2021,2,,NON_FLOOD_ZONE,GAS,True,,,,,
9360322,APARTMENT,APARTMENT,,68.0,2,Liège,Wallonie,4020,Rue Amercoeur,2,WALLONIE,,,0.0,0.0,0.0,68,,,,,GOOD,2021,3,,,GAS,True,,,,,
9360323,HOUSE,HOUSE,,143.0,2,Liège,Wallonie,4100,Rue des Jonquilles,,WALLONIE,,,0.0,0.0,0.0,143,,,True,True,,1974,3,,,GAS,True,,,,,11
9360324,APARTMENT,APARTMENT,199500,103.0,4,Liège,Wallonie,4020,Rue Amercoeur,3,WALLONIE,,,0.0,0.0,0.0,103,,,,,,2021,2,,NON_FLOOD_ZONE,GAS,True,,,,,17
9360325,HOUSE,HOUSE,259000,105.0,3,Liège,Wallonie,4020,Rue Amercoeur,,WALLONIE,,,0.0,0.0,0.0,105,,,True,,,2021,2,,NON_FLOOD_ZONE,GAS,True,,,,,
9360326,HOUSE,HOUSE,259000,105.0,3,Liège,Wallonie,4020,Rue Amercoeur,,WALLONIE,,,0.0,0.0,0.0,105,,,True,,,2021,2,,NON_FLOOD_ZONE,GAS,True,,,,,
9360327,HOUSE,HOUSE,259000,105.0,3,Liège,Wallonie,4020,Rue Amercoeur,,WALLONIE,,,0.0,0.0,0.0,105,,,True,,,2021,2,,NON_FLOOD_ZONE,GAS,True,,,,,
9360329,HOUSE,HOUSE,264000,106.0,3,Liège,Wallonie,4020,Rue Amercoeur,,WALLONIE,,,0.0,0.0,0.0,106,,,True,,,2021,3,,NON_FLOOD_ZONE,GAS,True,,,,,
9360370,APARTMENT,APARTMENT,,70.0,1,Luxembourg,Wallonie,6792,,1,WALLONIE,,,,,,70,6,,True,,AS_NEW,1850,,,,,True,,True,150,INSTALLED,
9360436,HOUSE,HOUSE,195000,135.0,3,East Flanders,Flanders,9160,,,FLANDERS,,,,,,135,,True,,,GOOD,1952,2,,NON_FLOOD_ZONE,GAS,True,,True,54,SEMI_EQUIPPED,10
9360671,HOUSE,HOUSE,,140.0,3,East Flanders,Flanders,9990,Bogaardestraat,,FLANDERS,,,0.0,0.0,0.0,140,,,,,GOOD,2007,,,NON_FLOOD_ZONE,,True,,True,,INSTALLED,
9360775,HOUSE,HOUSE,699000,400.0,3,,,47000,,,,,,,,,400,8,,,,,,,,,,,,,,,
9360834,HOUSE,HOUSE,,149.0,3,Hainaut,Wallonie,7971,Rue des Briqueteries,,WALLONIE,,,0.0,0.0,0.0,149,,,True,,JUST_RENOVATED,,2,,,GAS,,,True,145,HYPER_EQUIPPED,
9360849,HOUSE,HOUSE,535000,210.0,5,West Flanders,Flanders,8301,,,FLANDERS,,,,,,210,,,True,,GOOD,1872,2,,NON_FLOOD_ZONE,,True,,True,,INSTALLED,
9360970,HOUSE,VILLA,,253.0,4,Limburg,Flanders,3570,Oude Baan,,FLANDERS,,,0.0,0.0,0.0,253,,,True,True,GOOD,1996,4,,NON_FLOOD_ZONE,FUELOIL,True,,,,INSTALLED,
9360972,HOUSE,HOUSE,,116.0,3,Limburg,Flanders,3600,Gustave Francottestraat,,FLANDERS,,,0.0,0.0,0.0,116,,,True,True,GOOD,1930,3,,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,
9361009,HOUSE,HOUSE,,209.0,5,West Flanders,Flanders,8370,,,FLANDERS,,,,,,209,,,True,,,,,,NON_FLOOD_ZONE,,True,,True,,,
9361017,HOUSE,HOUSE,,129.0,2,West Flanders,Flanders,8530,Stijn Streuvelsstraat,,FLANDERS,,,0.0,0.0,0.0,129,,,True,,AS_NEW,1961,,,NON_FLOOD_ZONE,,,,True,,,
9361040,HOUSE,HOUSE,,117.0,3,East Flanders,Flanders,9570,Opstaldries,,FLANDERS,,,0.0,0.0,0.0,117,,,,,,,,,POSSIBLE_FLOOD_ZONE,,,,,,,
9361041,HOUSE,HOUSE,,124.0,3,East Flanders,Flanders,9570,Opstaldries,,FLANDERS,,,0.0,0.0,0.0,124,,,,,,,,,POSSIBLE_FLOOD_ZONE,,,,,,,
9361056,HOUSE,HOUSE,,,4,West Flanders,Flanders,8310,Marcus Laurinstraat,,FLANDERS,,,0.0,0.0,0.0,,,True,True,True,,,,,,,,,True,162,,22
9361072,HOUSE,VILLA,,244.0,3,West Flanders,Flanders,8300,Asterstraat,,FLANDERS,,,0.0,0.0,0.0,244,4,,,,,1986,,,NON_FLOOD_ZONE,,,,,,,
9361142,HOUSE,HOUSE,,220.0,4,East Flanders,Flanders,9185,Petunialaan,,FLANDERS,,,0.0,0.0,0.0,220,,,,True,AS_NEW,1993,,,NON_FLOOD_ZONE,,,,,,,
9361151,APARTMENT,APARTMENT,349000,46.0,1,,,06570,Chemin de la Pounchouoniere,1,,,,0.0,0.0,0.0,46,,,,,,,,True,,,,,,,,
9361152,APARTMENT,APARTMENT,398000,56.0,1,,,06570,Chemin de la Pounchouoniere,1,,,,0.0,0.0,0.0,56,,,,,,,,True,,,,,,,,
9361153,APARTMENT,APARTMENT,349000,45.0,1,,,06570,Chemin de la Pounchouoniere,1,,,,0.0,0.0,0.0,45,,,,,,,,True,,,,,,,,
9361154,APARTMENT,APARTMENT,339000,45.0,1,,,06570,Chemin de la Pounchouoniere,1,,,,0.0,0.0,0.0,45,,,,,,,,True,,,,,,,,
9361155,APARTMENT,APARTMENT,495000,69.0,1,,,06570,Chemin de la Pounchouoniere,,,,,0.0,0.0,0.0,69,,,,,,,,,,,,,,,,
9361156,APARTMENT,APARTMENT,479000,65.0,1,,,06570,Chemin de la Pounchouoniere,,,,,0.0,0.0,0.0,65,,,,,,,,,,,,,,,,
9361157,APARTMENT,APARTMENT,398000,56.0,1,,,06570,Chemin de la Pounchouoniere,,,,,0.0,0.0,0.0,56,,,,,,,,,,,,,,,,
9361158,APARTMENT,APARTMENT,479000,61.0,1,,,06570,Chemin de la Pounchouoniere,,,,,0.0,0.0,0.0,61,,,,,,,,,,,,,,,,
9361160,APARTMENT,APARTMENT,,58.0,1,,,06570,Chemin de la Pounchouoniere,,,,,0.0,0.0,0.0,58,,,,,,,,,,,,,,,,
9361161,APARTMENT,APARTMENT,,42.0,1,,,06570,Chemin de la Pounchouoniere,1,,,,0.0,0.0,0.0,42,,,,,,,,True,,,,,,,,
9361162,APARTMENT,APARTMENT,,45.0,1,,,06570,Chemin de la Pounchouoniere,1,,,,0.0,0.0,0.0,45,,,,,,,,True,,,,,,,,
9361163,APARTMENT,APARTMENT,,47.0,1,,,06570,Chemin de la Pounchouoniere,,,,,0.0,0.0,0.0,47,,,,,,,,,,,,,,,,
9361164,APARTMENT,APARTMENT,,61.0,1,,,06570,Chemin de la Pounchouoniere,,,,,0.0,0.0,0.0,61,,,,,,,,,,,,,,,,
9361165,APARTMENT,APARTMENT,,58.0,1,,,06570,Chemin de la Pounchouoniere,,,,,0.0,0.0,0.0,58,,,,,,,,,,,,,,,,
9361166,APARTMENT,APARTMENT,,69.0,1,,,06570,Chemin de la Pounchouoniere,,,,,0.0,0.0,0.0,69,,,,,,,,,,,,,,,,
9361167,APARTMENT,APARTMENT,,57.0,1,,,06570,Chemin de la Pounchouoniere,1,,,,0.0,0.0,0.0,57,,,,,,,,,,,,,,,,
9361168,APARTMENT,APARTMENT,,45.0,1,,,06570,Chemin de la Pounchouoniere,1,,,,0.0,0.0,0.0,45,,,,,,,,True,,,,,,,,
9361169,APARTMENT,APARTMENT,,56.0,1,,,06570,Chemin de la Pounchouoniere,1,,,,0.0,0.0,0.0,56,,,,,,,,True,,,,,,,,
9361170,APARTMENT,APARTMENT,,61.0,1,,,06570,Chemin de la Pounchouoniere,,,,,0.0,0.0,0.0,61,,,,,,,,,,,,,,,,
9361171,APARTMENT,APARTMENT,,61.0,1,,,06570,Chemin de la Pounchouoniere,1,,,,0.0,0.0,0.0,61,,,,,,,,True,,,,,,,,
9361172,APARTMENT,APARTMENT,,61.0,1,,,06570,Chemin de la Pounchouoniere,,,,,0.0,0.0,0.0,61,,,,,,,,,,,,,,,,
9361418,APARTMENT,APARTMENT,,80.0,2,Brussels,Brussels,1060,,2,BRUSSELS,,,,,,80,,,True,,AS_NEW,,2,True,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,8
9361446,HOUSE,BUNGALOW,,120.0,3,Hainaut,Wallonie,6250,Rue Isolee,,WALLONIE,,,0.0,950.0,0.0,120,,True,True,,TO_BE_DONE_UP,1969,4,,,FUELOIL,True,,,,INSTALLED,12
9361518,HOUSE,HOUSE,164000,165.0,4,,,7100-600,,,,,,,,,165,,,,True,TO_RENOVATE,,2,,,,,,,,SEMI_EQUIPPED,14
9361598,APARTMENT,SERVICE_FLAT,155000,53.0,1,Limburg,Flanders,3570,Pastoriestraat,,FLANDERS,URBAN,,0.0,0.0,0.0,53,,,True,,AS_NEW,2019,,True,,GAS,True,,,,INSTALLED,
9361623,APARTMENT,APARTMENT,,110.0,2,East Flanders,Flanders,9400,Leopoldstraat,,FLANDERS,URBAN,,100.0,10.0,0.0,110,,,True,,AS_NEW,2021,3,,NON_FLOOD_ZONE,GAS,True,,,,,
9361737,HOUSE,VILLA,,210.0,5,Namur,Wallonie,5660,Rue de Rocroi,,WALLONIE,,,0.0,0.0,0.0,210,,,True,,GOOD,,,,,ELECTRIC,True,,True,,HYPER_EQUIPPED,14
9361794,APARTMENT,PENTHOUSE,478000,74.0,1,Brussels,Brussels,1040,Rue Jacques De Lalaing - Jacques De Lalaingstraat,21,BRUSSELS,,,0.0,0.0,0.0,74,,,,,AS_NEW,2019,4,True,,,True,,,,INSTALLED,
9361812,APARTMENT,APARTMENT,335000,95.0,3,West Flanders,Flanders,8210,Heidelbergstraat,,FLANDERS,URBAN,,0.0,0.0,0.0,95,,,,,AS_NEW,,4,True,RECOGNIZED_FLOOD_ZONE,,,,,,INSTALLED,
9361823,HOUSE,HOUSE,137800,180.0,5,,,59149,,,,,,,,,180,,True,True,,GOOD,1949,,,,GAS,True,,True,443,NOT_INSTALLED,19
9361855,HOUSE,HOUSE,,170.0,3,West Flanders,Flanders,8980,Esslingenlaan,,FLANDERS,,,0.0,0.0,0.0,170,,,,,AS_NEW,,,,,GAS,True,,,,HYPER_EQUIPPED,
9361888,APARTMENT,FLAT_STUDIO,388000,,,Brussels,Brussels,1040,Rue Jacques De Lalaing - Jacques De Lalaingstraat,21,BRUSSELS,,,0.0,0.0,0.0,,,,,,,,4,True,,,True,,,,INSTALLED,
9361980,HOUSE,APARTMENT_BLOCK,,850.0,9,Antwerp,Flanders,2240,Venstraat,,FLANDERS,RESIDENTIAL,,0.0,0.0,0.0,850,,,,,AS_NEW,,4,,,GAS,,,True,,HYPER_EQUIPPED,
9362003,HOUSE,VILLA,1095000,400.0,5,Antwerp,Flanders,2970,Heidedreef,,FLANDERS,,,0.0,0.0,0.0,400,6,,True,,,1969,4,,NON_FLOOD_ZONE,,,,True,3980,,20
9362030,HOUSE,HOUSE,,,3,Limburg,Flanders,3580,Hasseltsesteenweg,,FLANDERS,,,0.0,0.0,0.0,,,,True,,TO_BE_DONE_UP,1977,,,NON_FLOOD_ZONE,,True,,,,INSTALLED,17
9362031,HOUSE,HOUSE,,140.0,3,Antwerp,Flanders,2440,Tessenderloseweg,,FLANDERS,,,0.0,0.0,0.0,140,,,True,,TO_RENOVATE,1952,4,,NON_FLOOD_ZONE,,,,True,,,12
9362061,APARTMENT,APARTMENT,,130.0,3,East Flanders,Flanders,9050,Braemstraat,,FLANDERS,RESIDENTIAL,,250.0,200.0,50.0,130,,,True,True,AS_NEW,1982,3,True,NON_FLOOD_ZONE,ELECTRIC,True,,True,500,SEMI_EQUIPPED,7
9362082,HOUSE,HOUSE,239000,112.0,3,Flemish Brabant,Flanders,3300,Kleine Molenstraat,,FLANDERS,,,0.0,0.0,0.0,112,,,True,,JUST_RENOVATED,1932,2,,,GAS,True,,True,130,INSTALLED,12
9362108,HOUSE,APARTMENT_BLOCK,789000,,5,Antwerp,Flanders,2100,Bosselaersstraat,,FLANDERS,,,0.0,0.0,0.0,,,,True,,GOOD,,3,,NON_FLOOD_ZONE,GAS,,,,,,
9362204,APARTMENT,GROUND_FLOOR,,280.0,3,Antwerp,Flanders,2240,Venstraat,,FLANDERS,RESIDENTIAL,,0.0,0.0,0.0,280,,,,,AS_NEW,,4,,,GAS,,,,,HYPER_EQUIPPED,
9362213,APARTMENT,APARTMENT,,84.0,1,Antwerp,Flanders,2400,Rozenberg,,FLANDERS,,,0.0,0.0,0.0,84,,,True,,,2021,,True,NON_FLOOD_ZONE,,True,,True,23,INSTALLED,
9362215,APARTMENT,APARTMENT,,88.0,2,Antwerp,Flanders,2400,Rozenberg,2,FLANDERS,,,0.0,0.0,0.0,88,,,True,,,2021,,True,NON_FLOOD_ZONE,,True,,,,INSTALLED,
9362226,HOUSE,HOUSE,,165.0,4,Limburg,Flanders,3900,Kegelstraat,,FLANDERS,,,0.0,0.0,0.0,165,,,,True,,2007,4,,NON_FLOOD_ZONE,GAS,,,,,INSTALLED,15
9362229,APARTMENT,APARTMENT,,,3,Antwerp,Flanders,2490,Zandstraat,1,FLANDERS,,,0.0,0.0,0.0,,,,,,,,,,NON_FLOOD_ZONE,GAS,True,,,,INSTALLED,
9362231,APARTMENT,APARTMENT,,,3,Antwerp,Flanders,2490,Zandstraat,,FLANDERS,,,0.0,0.0,0.0,,,,,,,,3,,NON_FLOOD_ZONE,GAS,,,,,INSTALLED,
9362233,APARTMENT,APARTMENT,,103.0,2,Limburg,Flanders,3970,Vaartstraat,,FLANDERS,,,0.0,0.0,0.0,103,,,,,,2021,4,True,NON_FLOOD_ZONE,,True,,,,HYPER_EQUIPPED,
9362239,HOUSE,HOUSE,480000,,5,,,24060,,,,,,,,,,,,,,GOOD,,,,,,,,,,USA_INSTALLED,
9362323,APARTMENT,GROUND_FLOOR,,,3,Antwerp,Flanders,2180,Veltwijcklaan,,FLANDERS,,,0.0,0.0,0.0,,,,True,,AS_NEW,,,True,NON_FLOOD_ZONE,GAS,True,,True,10200,HYPER_EQUIPPED,
9362346,APARTMENT,APARTMENT,,230.0,2,Antwerp,Flanders,2240,Venstraat,1,FLANDERS,RESIDENTIAL,,0.0,0.0,0.0,230,,,,,AS_NEW,,,,,GAS,,,,,HYPER_EQUIPPED,
9362399,APARTMENT,GROUND_FLOOR,,144.0,2,Antwerp,Flanders,2240,Venstraat,,FLANDERS,RESIDENTIAL,,0.0,0.0,0.0,144,,,,,AS_NEW,,,,,GAS,,,True,67,HYPER_EQUIPPED,
9362442,APARTMENT,APARTMENT,,180.0,3,Antwerp,Flanders,2240,Venstraat,,FLANDERS,RESIDENTIAL,,0.0,0.0,0.0,180,,,,,AS_NEW,,,,,GAS,,,True,131,HYPER_EQUIPPED,
9362565,APARTMENT,APARTMENT,995,110.0,3,West Flanders,Flanders,8400,,4,FLANDERS,,,,,,110,,,True,,,2001,3,True,NON_FLOOD_ZONE,GAS,True,,,,INSTALLED,
9362618,HOUSE,VILLA,200000,352.0,3,East Flanders,Flanders,9930,,,FLANDERS,,,,,,352,,,True,,GOOD,1970,4,,POSSIBLE_FLOOD_ZONE,,True,,True,,,
9362658,HOUSE,HOUSE,249000,,3,West Flanders,Flanders,8850,Monseigneur Roelensstraat,,FLANDERS,,,0.0,0.0,0.0,,,,,,GOOD,2021,2,,,,,,,,,
9362729,HOUSE,HOUSE,,140.0,4,Hainaut,Wallonie,7090,Rue du Marouset,,WALLONIE,RESIDENTIAL,,0.0,0.0,0.0,140,,,,,,,3,,,,True,,,,NOT_INSTALLED,
9362733,HOUSE,HOUSE,,164.0,3,Hainaut,Wallonie,7090,Rue du Marouset,,WALLONIE,RESIDENTIAL,,0.0,0.0,0.0,164,,,,,,,3,,,,True,,,,NOT_INSTALLED,
9362735,HOUSE,HOUSE,,143.0,4,Hainaut,Wallonie,7090,Rue du Marouset,,WALLONIE,RESIDENTIAL,,0.0,0.0,0.0,143,,,,,,,,,,,True,,,,NOT_INSTALLED,
9362736,HOUSE,HOUSE,,,3,Hainaut,Wallonie,7090,Rue du Marouset,,WALLONIE,RESIDENTIAL,,0.0,0.0,0.0,,,,,,,,3,,,,True,,,,NOT_INSTALLED,
9362737,HOUSE,HOUSE,,138.0,4,Hainaut,Wallonie,7090,Rue du Marouset,,WALLONIE,RESIDENTIAL,,0.0,0.0,0.0,138,,,,,,,,,,,True,,,,NOT_INSTALLED,
9362738,HOUSE,HOUSE,,147.0,3,Hainaut,Wallonie,7090,Rue du Marouset,,WALLONIE,RESIDENTIAL,,0.0,0.0,0.0,147,,,,,,,,,,,True,,,,NOT_INSTALLED,
9362739,HOUSE,HOUSE,,,2,Hainaut,Wallonie,7090,Rue du Marouset,,WALLONIE,RESIDENTIAL,,0.0,0.0,0.0,,,,,,,,,,,,True,,,,NOT_INSTALLED,
9362742,HOUSE,HOUSE,,136.0,3,Hainaut,Wallonie,7090,Rue du Marouset,,WALLONIE,RESIDENTIAL,,0.0,0.0,0.0,136,,,,,,,3,,,,True,,,,NOT_INSTALLED,
9362743,HOUSE,HOUSE,,126.0,3,Hainaut,Wallonie,7090,Rue du Marouset,,WALLONIE,RESIDENTIAL,,0.0,0.0,0.0,126,,,,,,,,,,,True,,,,NOT_INSTALLED,
9362754,HOUSE,HOUSE,,132.0,3,Hainaut,Wallonie,7090,Rue du Marouset,,WALLONIE,RESIDENTIAL,,0.0,0.0,0.0,132,,,,,,,,,,,True,,,,NOT_INSTALLED,
9362755,HOUSE,HOUSE,,118.0,3,Hainaut,Wallonie,7090,Rue du Marouset,,WALLONIE,RESIDENTIAL,,0.0,0.0,0.0,118,,,,,,,,,,,True,,,,NOT_INSTALLED,
9362756,HOUSE,HOUSE,,161.0,4,Hainaut,Wallonie,7090,Rue du Marouset,,WALLONIE,RESIDENTIAL,,0.0,0.0,0.0,161,,,,,,,,,,,True,,,,NOT_INSTALLED,
9362757,HOUSE,HOUSE,,144.0,4,Hainaut,Wallonie,7090,Rue du Marouset,,WALLONIE,RESIDENTIAL,,0.0,0.0,0.0,144,,,,,,,3,,,,True,,,,NOT_INSTALLED,
9362759,HOUSE,HOUSE,,,2,Hainaut,Wallonie,7090,Rue du Marouset,,WALLONIE,RESIDENTIAL,,0.0,0.0,0.0,,,,,,,,,,,,True,,,,NOT_INSTALLED,
9362760,HOUSE,HOUSE,,139.0,4,Hainaut,Wallonie,7090,Rue du Marouset,,WALLONIE,RESIDENTIAL,,0.0,0.0,0.0,139,,,,,,,,,,,True,,,,SEMI_EQUIPPED,
9362761,HOUSE,HOUSE,,133.0,3,Hainaut,Wallonie,7090,Rue du Marouset,,WALLONIE,RESIDENTIAL,,0.0,0.0,0.0,133,,,,,,,3,,,,True,,,,NOT_INSTALLED,
9362762,HOUSE,HOUSE,,133.0,3,Hainaut,Wallonie,7090,Rue du Marouset,,WALLONIE,RESIDENTIAL,,0.0,0.0,0.0,133,,,,,,,,,,,True,,,,NOT_INSTALLED,
9362763,HOUSE,HOUSE,,,2,Hainaut,Wallonie,7090,Rue du Marouset,,WALLONIE,RESIDENTIAL,,0.0,0.0,0.0,,,,,,,,,,,,True,,,,NOT_INSTALLED,
9362764,HOUSE,HOUSE,,,2,Hainaut,Wallonie,7090,Rue du Marouset,,WALLONIE,RESIDENTIAL,,0.0,0.0,0.0,,,,,,,,,,,,True,,,,NOT_INSTALLED,
9362765,HOUSE,HOUSE,,133.0,3,Hainaut,Wallonie,7090,Rue du Marouset,,WALLONIE,RESIDENTIAL,,0.0,0.0,0.0,133,,,,,,,,,,,True,,,,NOT_INSTALLED,
9362858,APARTMENT,APARTMENT,199000,62.0,1,Antwerp,Flanders,2880,Sint-Amandsesteenweg,2,FLANDERS,,,0.0,0.0,0.0,62,,,,,,2017,,True,,,,,,,,
